Job Title,Digital Work,Routine Work,Cognitive/ Innovation Work,Interpersonal Work,Management Work,2 Digit NAICS Industy,Rp,Link,Pay,Education,Number of Jobs in 2022,Job Outlook,Employment Change 2022-32
Airframe and Power Plant Mechanic,0.1,0.6,0.2,0.05,0.05,48,0.7,https://www.bls.gov/ooh/installation-maintenance-and-repair/aircraft-and-avionics-equipment-mechanics-and-technicians.htm,70740,See How to Become One,"161,000",4% (As fast as average),"7,000"
Airframe Mechanic,0.1,0.6,0.2,0.1,0,48,0.7,https://www.bls.gov/ooh/installation-maintenance-and-repair/aircraft-and-avionics-equipment-mechanics-and-technicians.htm,70740,See How to Become One,"161,000",4% (As fast as average),"7,000"
Air Hammer Operator,0.05,0.8,0.05,0.1,0,23,0.85,https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,39520,See How to Become One,"1,624,800",4% (As fast as average),"57,900"
Airline and commercial pilots,0.1,0.6,0.2,0.05,0.05,48,0.7,https://www.bls.gov/ooh/transportation-and-material-moving/airline-and-commercial-pilots.htm,148900,See How to Become One,"142,600",4% (As fast as average),"5,600"
Airline Captain,0.2,0.4,0.3,0.1,0.2,48,0.5,https://www.bls.gov/ooh/transportation-and-material-moving/airline-and-commercial-pilots.htm,148900,See How to Become One,"142,600",4% (As fast as average),"5,600"
Airline Flight Attendant,0.1,0.4,0.2,0.3,0,48,0.5,https://www.bls.gov/ooh/transportation-and-material-moving/flight-attendants.htm,63760,High school diploma or equivalent,"111,100",11% (Much faster than average),"12,600"
Airline Pilot,0.1,0.4,0.3,0.1,0.1,48,0.5,https://www.bls.gov/ooh/transportation-and-material-moving/airline-and-commercial-pilots.htm,148900,See How to Become One,"142,600",4% (As fast as average),"5,600"
Airline Pilot Flight Instructor,0.1,0.4,0.3,0.2,0.1,48,0.4545454545,https://www.bls.gov/ooh/transportation-and-material-moving/airline-and-commercial-pilots.htm,148900,See How to Become One,"142,600",4% (As fast as average),"5,600"
Airline Pilot In Command,0.1,0.4,0.3,0.1,0.1,48,0.5,https://www.bls.gov/ooh/transportation-and-material-moving/airline-and-commercial-pilots.htm,148900,See How to Become One,"142,600",4% (As fast as average),"5,600"
Airline Pilot Second In Command,0.05,0.6,0.25,0.1,0,48,0.65,https://www.bls.gov/ooh/transportation-and-material-moving/airline-and-commercial-pilots.htm,148900,See How to Become One,"142,600",4% (As fast as average),"5,600"
Airline Reservation Agent,0.7,0.6,0.2,0.4,0.1,48,0.65,https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,38710,See How to Become One,"1,382,600",-4% (Decline),"-54,000"
Airline Reservationist,0.7,0.6,0.2,0.4,0.1,48,0.65,https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,38710,See How to Become One,"1,382,600",-4% (Decline),"-54,000"
Airline Ticket Agent,0.4,0.4,0.1,0.7,0.05,48,0.4848484848,https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,38710,See How to Become One,"1,382,600",-4% (Decline),"-54,000"
Airline Transport Pilot,0.1,0.4,0.3,0.15,0.05,48,0.5,https://www.bls.gov/ooh/transportation-and-material-moving/airline-and-commercial-pilots.htm,148900,See How to Become One,"142,600",4% (As fast as average),"5,600"
Airplane Electrician,0.3,0.4,0.2,0.05,0.05,48,0.7,https://www.bls.gov/ooh/installation-maintenance-and-repair/aircraft-and-avionics-equipment-mechanics-and-technicians.htm,70740,See How to Become One,"161,000",4% (As fast as average),"7,000"
Airplane Flight Attendant,0.1,0.6,0.1,0.2,0,48,0.7,https://www.bls.gov/ooh/transportation-and-material-moving/flight-attendants.htm,63760,High school diploma or equivalent,"111,100",11% (Much faster than average),"12,600"
Airplane Rigger,0.1,0.4,0.3,0.1,0.1,48,0.5,https://www.bls.gov/ooh/installation-maintenance-and-repair/aircraft-and-avionics-equipment-mechanics-and-technicians.htm,70740,See How to Become One,"161,000",4% (As fast as average),"7,000"
Air Pollution Control Engineer,0.4,0.2,0.3,0.1,0.1,54,0.5454545455,https://www.bls.gov/ooh/architecture-and-engineering/environmental-engineers.htm,96530,Bachelor's degree,"47,300",6% (Faster than average),"2,900"
Airport Apron Bus Driver,0.05,0.7,0.1,0.15,0,48,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/taxi-drivers-and-chauffeurs.htm,32440,No formal educational credential,"395,700",14% (Much faster than average),"54,000"
Airport Shuttle Driver,0.1,0.7,0.05,0.15,0,48,0.8,https://www.bls.gov/ooh/transportation-and-material-moving/taxi-drivers-and-chauffeurs.htm,32440,No formal educational credential,"395,700",14% (Much faster than average),"54,000"
Airport Tower Controller,0.3,0.4,0.2,0.1,0,48,0.7,https://www.bls.gov/ooh/transportation-and-material-moving/air-traffic-controllers.htm,132250,Associate's degree,"23,000",1% (Little or no change),300
Air Quality Technician,0.3,0.4,0.2,0.1,0,54,0.7,https://www.bls.gov/ooh/life-physical-and-social-science/environmental-science-and-protection-technicians.htm,48380,Associate's degree,"35,000",6% (Faster than average),"2,000"
Airset Caster,0.05,0.6,0.2,0.1,0.05,33,0.65,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,"1,048,200",-6% (Decline),"-67,200"
Airset Molder,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,"1,048,200",-6% (Decline),"-67,200"
Airside Transfer Bus Driver,0.05,0.7,0.1,0.1,0.05,48,0.75,https://www.bls.gov/ooh/transportation-and-material-moving/taxi-drivers-and-chauffeurs.htm,32440,No formal educational credential,"395,700",14% (Much faster than average),"54,000"
Air Tour Pilot,0.05,0.4,0.3,0.2,0.05,48,0.45,https://www.bls.gov/ooh/transportation-and-material-moving/airline-and-commercial-pilots.htm,148900,See How to Become One,"142,600",4% (As fast as average),"5,600"
Air traffic controllers,0.4,0.4,0.15,0.05,0,48,0.8,https://www.bls.gov/ooh/transportation-and-material-moving/air-traffic-controllers.htm,132250,Associate's degree,"23,000",1% (Little or no change),300
Air Traffic Control Operator,0.3,0.4,0.2,0.1,0,48,0.7,https://www.bls.gov/ooh/transportation-and-material-moving/air-traffic-controllers.htm,132250,Associate's degree,"23,000",1% (Little or no change),300
Air Traffic Control Specialist,0.4,0.3,0.2,0.1,0,48,0.7,https://www.bls.gov/ooh/transportation-and-material-moving/air-traffic-controllers.htm,132250,Associate's degree,"23,000",1% (Little or no change),300
Air Traffic Coordinator,0.3,0.4,0.2,0.1,0,48,0.7,https://www.bls.gov/ooh/transportation-and-material-moving/air-traffic-controllers.htm,132250,Associate's degree,"23,000",1% (Little or no change),300
Alcohol and Drug Counselor,0.2,0.3,0.3,0.7,0.1,62,0.3125,https://www.bls.gov/ooh/community-and-social-service/substance-abuse-behavioral-disorder-and-mental-health-counselors.htm,49710,Bachelor's degree,"388,200",18% (Much faster than average),"71,500"
Algebraist,0.3,0.2,0.4,0.1,0,61,0.5,https://www.bls.gov/ooh/math/mathematicians-and-statisticians.htm,99960,Master's degree,"35,600",30% (Much faster than average),"10,600"
Algebra Tutor,0.3,0.4,0.6,0.7,0.1,61,0.3333333333,https://www.bls.gov/ooh/education-training-and-library/tutors.htm,36680,"Some college, no degree","223,700",3% (As fast as average),"7,400"
Alligator Hunter,0.05,0.6,0.2,0.1,0.05,11,0.65,https://www.bls.gov/ooh/farming-fishing-and-forestry/fishers-and-related-fishing-workers.htm,,No formal educational credential,"27,300",0% (Little or no change),-100
All Terrain Vehicle Technician,0.1,0.6,0.2,0.05,0.05,81,0.7,https://www.bls.gov/ooh/installation-maintenance-and-repair/small-engine-mechanics.htm,44080,See How to Become One,"88,000",3% (As fast as average),"2,500"
Almond Paste Mixer,0.05,0.8,0.05,0.05,0.05,33,0.85,https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,36190,See How to Become One,"269,200",6% (Faster than average),"16,400"
Alternative Dispute Resolution Coordinator,0.3,0.2,0.3,0.2,0.1,54,0.4545454545,https://www.bls.gov/ooh/legal/arbitrators-mediators-and-conciliators.htm,64030,Bachelor's degree,"9,100",5% (Faster than average),500
Altitude Chamber Technician,0.2,0.4,0.2,0.1,0.1,81,0.6,https://www.bls.gov/ooh/architecture-and-engineering/aerospace-engineering-and-operations-technicians.htm,74410,Associate's degree,"10,200",8% (Faster than average),800
Aluminum Molding Machine Operator,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,"1,048,200",-6% (Decline),"-67,200"
Aluminum Polisher,0.05,0.8,0.05,0.05,0.05,33,0.85,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,"1,048,200",-6% (Decline),"-67,200"
Aluminum Pourer,0.05,0.8,0.05,0.05,0.05,33,0.85,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,"1,048,200",-6% (Decline),"-67,200"
Aluminum Welder,0.05,0.7,0.15,0.1,0,33,0.75,https://www.bls.gov/ooh/production/welders-cutters-solderers-and-brazers.htm,47540,High school diploma or equivalent,"431,800",1% (Little or no change),"6,200"
Alumni Secretary,0.4,0.3,0.1,0.2,0.1,61,0.6363636364,https://www.bls.gov/ooh/office-and-administrative-support/secretaries-and-administrative-assistants.htm,44080,High school diploma or equivalent,"3,399,200",-10% (Decline),"-332,600"
Ambulance Dispatcher,0.4,0.4,0.1,0.1,0,62,0.8,https://www.bls.gov/ooh/office-and-administrative-support/police-fire-and-ambulance-dispatchers.htm,46900,High school diploma or equivalent,"99,500",3% (As fast as average),"3,400"
Ambulance Driver-Paramedic,0.1,0.4,0.3,0.2,0,62,0.5,https://www.bls.gov/ooh/healthcare/emts-and-paramedics.htm,39410,Postsecondary nondegree award,"269,000",5% (Faster than average),"14,600"
Ambulatory Anesthesiologist,0.2,0.3,0.4,0.1,0,62,0.5,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,229300,Doctoral or professional degree,"816,900",3% (As fast as average),"24,600"
American Board Certified Orthotist,0.1,0.3,0.4,0.2,0,62,0.4,https://www.bls.gov/ooh/healthcare/orthotists-and-prosthetists.htm,77070,Master's degree,"9,500",15% (Much faster than average),"1,500"
American History Professor,0.3,0.2,0.4,0.1,0,61,0.5,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100"
American Sign Language Interpreter,0.1,0.4,0.2,0.3,0,62,0.5,https://www.bls.gov/ooh/media-and-communication/interpreters-and-translators.htm,53640,Bachelor's degree,"68,700",4% (As fast as average),"3,000"
Ampoule Examiner,0.1,0.7,0.1,0.05,0.05,33,0.8,https://www.bls.gov/ooh/production/quality-control-inspectors.htm,43900,High school diploma or equivalent,"595,400",-4% (Decline),"-23,000"
Amusement Park Manager,0.3,0.2,0.2,0.2,0.1,71,0.5,https://www.bls.gov/ooh/management/entertainment-and-recreation-managers.htm,67220,Bachelor's degree,"26,400",8% (Faster than average),"2,200"
Anaesthesiologist,0.1,0.4,0.3,0.15,0.05,62,0.5,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,229300,Doctoral or professional degree,"816,900",3% (As fast as average),"24,600"
Analytical Chemist,0.4,0.3,0.2,0.05,0.05,54,0.7,https://www.bls.gov/ooh/life-physical-and-social-science/chemists-and-materials-scientists.htm,81810,Bachelor's degree,"95,000",6% (Faster than average),"5,800"
Analytical Statistician,0.7,0.1,0.15,0.05,0,54,0.8,https://www.bls.gov/ooh/math/mathematicians-and-statisticians.htm,99960,Master's degree,"35,600",30% (Much faster than average),"10,600"
Anatomy Professor,0.2,0.2,0.4,0.2,0.1,61,0.3636363636,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100"
Anesthesiologist Assistant,0.1,0.4,0.3,0.2,0,62,0.5,https://www.bls.gov/ooh/healthcare/physician-assistants.htm,126010,Master's degree,"148,000",27% (Much faster than average),"39,300"
Anesthetist,0.05,0.4,0.4,0.1,0.05,62,0.45,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,229300,Doctoral or professional degree,"816,900",3% (As fast as average),"24,600"
Angle Dozer Operator,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,51050,High school diploma or equivalent,"483,300",3% (As fast as average),"13,300"
Animal care and service workers,0.1,0.6,0.1,0.2,0.05,81,0.6666666667,https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,29790,High school diploma or equivalent,"393,100",16% (Much faster than average),"61,200"
Animal Caregiver,0.1,0.6,0.1,0.2,0,11,0.7,https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,29790,High school diploma or equivalent,"393,100",16% (Much faster than average),"61,200"
Animal Care Giver,0.1,0.6,0.1,0.2,0.05,11,0.6666666667,https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,29790,High school diploma or equivalent,"393,100",16% (Much faster than average),"61,200"
Animal Care Technician,0.1,0.6,0.1,0.2,0,54,0.7,https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,29790,High school diploma or equivalent,"393,100",16% (Much faster than average),"61,200"
Animal Daycare Provider,0.1,0.6,0.1,0.2,0.05,81,0.6666666667,https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,29790,High school diploma or equivalent,"393,100",16% (Much faster than average),"61,200"
Animal Geneticist,0.3,0.2,0.4,0.1,0,11,0.5,https://www.bls.gov/ooh/life-physical-and-social-science/agricultural-and-food-scientists.htm,74940,Bachelor's degree,"35,400",6% (Faster than average),"2,100"
Animal Groomer,0.05,0.7,0.1,0.15,0,81,0.75,https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,29790,High school diploma or equivalent,"393,100",16% (Much faster than average),"61,200"
Animal Husbandry Manager,0.1,0.4,0.2,0.2,0.1,11,0.5,https://www.bls.gov/ooh/management/farmers-ranchers-and-other-agricultural-managers.htm,75760,High school diploma or equivalent,"922,900",-5% (Decline),"-42,300"
Animal Husbandry Professor,0.1,0.2,0.4,0.2,0.1,61,0.3,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100"
Animal Nutritionist,0.2,0.3,0.4,0.1,0,54,0.5,https://www.bls.gov/ooh/life-physical-and-social-science/agricultural-and-food-scientists.htm,74940,Bachelor's degree,"35,400",6% (Faster than average),"2,100"
Animal Pathologist,0.2,0.3,0.4,0.1,0,54,0.5,https://www.bls.gov/ooh/healthcare/veterinarians.htm,103260,Doctoral or professional degree,"89,500",20% (Much faster than average),"17,700"
Animal Science Professor,0.2,0.2,0.4,0.2,0.1,61,0.3636363636,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100"
Animal Shelter Worker,0.1,0.6,0.1,0.2,0.05,81,0.6666666667,https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,29790,High school diploma or equivalent,"393,100",16% (Much faster than average),"61,200"
Animal Sitter,0.05,0.7,0.1,0.15,0,81,0.75,https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,29790,High school diploma or equivalent,"393,100",16% (Much faster than average),"61,200"
Animal Surgeon,0.05,0.3,0.4,0.2,0.05,54,0.35,https://www.bls.gov/ooh/healthcare/veterinarians.htm,103260,Doctoral or professional degree,"89,500",20% (Much faster than average),"17,700"
Animator,0.9,0.3,0.6,0.2,0.1,51,0.5714285714,https://www.bls.gov/ooh/arts-and-design/multimedia-artists-and-animators.htm,98950,Bachelor's degree,"89,300",8% (Faster than average),"7,400"
Annealing Furnace Operator,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,"1,048,200",-6% (Decline),"-67,200"
Announcers and DJs,0.3,0.4,0.2,0.7,0.1,51,0.4117647059,https://www.bls.gov/ooh/media-and-communication/announcers.htm,,See How to Become One,"51,800",-4% (Decline),"-2,200"
Anode Builder,0.1,0.6,0.2,0.1,0,33,0.7,https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,37930,High school diploma or equivalent,"1,961,900",-6% (Decline),"-125,700"
Anodizer,0.05,0.7,0.1,0.1,0.05,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,"1,048,200",-6% (Decline),"-67,200"
Antenna Engineer,0.4,0.2,0.3,0.05,0.05,54,0.6,https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineers.htm,104610,Bachelor's degree,"299,700",5% (Faster than average),"15,800"
Anthropologist,0.2,0.2,0.4,0.15,0.05,54,0.4,https://www.bls.gov/ooh/life-physical-and-social-science/anthropologists-and-archeologists.htm,63940,Master's degree,"8,000",4% (As fast as average),300
Anthropologists and archeologists,0.2,0.3,0.4,0.1,0.05,54,0.4761904762,https://www.bls.gov/ooh/life-physical-and-social-science/anthropologists-and-archeologists.htm,63940,Master's degree,"8,000",4% (As fast as average),300
Apartment Manager,0.3,0.4,0.1,0.2,0.5,53,0.4666666667,https://www.bls.gov/ooh/management/property-real-estate-and-community-association-managers.htm,60670,High school diploma or equivalent,"429,600",5% (Faster than average),"23,400"
Apartment Rental Agent,0.3,0.4,0.1,0.2,0.05,53,0.6666666667,https://www.bls.gov/ooh/sales/real-estate-brokers-and-sales-agents.htm,52030,High school diploma or equivalent,"589,800",3% (As fast as average),"19,400"
Apothecary,0.1,0.4,0.3,0.15,0.05,44,0.5,https://www.bls.gov/ooh/healthcare/pharmacists.htm,132750,Doctoral or professional degree,"334,200",3% (As fast as average),"8,700"
Apparel Designer,0.4,0.2,0.3,0.1,0.05,33,0.5714285714,https://www.bls.gov/ooh/arts-and-design/fashion-designers.htm,76700,Bachelor's degree,"24,900",3% (As fast as average),800
Appeals Examiner,0.4,0.3,0.2,0.1,0,54,0.7,https://www.bls.gov/ooh/legal/judges-and-hearing-officers.htm,128610,Doctoral or professional degree,"42,800",2% (As fast as average),800
