Job Title,Digital Work,Routine Work,Cognitive/ Innovation Work,Interpersonal Work,Management Work,Education Level,2 Digit NAICS Industy,Rp,Pay,Education,Number of Jobs in 2022,Job Outlook,Employment Change 2022-32,URL
Aircraft Painter,0.05,0.7,0.15,0.1,0,Professional Certificate,33,0.75,75760,High school diploma or equivalent,"922,900",-5% (Decline),"-42,300",https://www.bls.gov/ooh/management/farmers-ranchers-and-other-agricultural-managers.htm
Aircraft Part Assembler,0.1,0.6,0.2,0.05,0.05,Highschool,33,0.7,75760,High school diploma or equivalent,"922,900",-5% (Decline),"-42,300",https://www.bls.gov/ooh/management/farmers-ranchers-and-other-agricultural-managers.htm
Aircraft Riveter,0.05,0.7,0.1,0.05,0.1,Highschool,33,0.75,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Aircraft Sheet Metal Mechanic,0.1,0.6,0.2,0.05,0.05,Professional Certificate,33,0.7,113940,Master's degree,"17,600",6% (Faster than average),"1,100",https://www.bls.gov/ooh/life-physical-and-social-science/economists.htm
Airframe and Power Plant Mechanic,0.1,0.6,0.2,0.05,0.05,Professional Certificate,48,0.7,113940,Master's degree,"17,600",6% (Faster than average),"1,100",https://www.bls.gov/ooh/life-physical-and-social-science/economists.htm
Airframe Mechanic,0.1,0.6,0.2,0.1,0,Professional Certificate,48,0.7,83260,Bachelor's degree,"1,600",6% (Faster than average),100,https://www.bls.gov/ooh/architecture-and-engineering/agricultural-engineers.htm
Air Hammer Operator,0.05,0.8,0.05,0.1,0,Highschool,23,0.85,83260,Bachelor's degree,"1,600",6% (Faster than average),100,https://www.bls.gov/ooh/architecture-and-engineering/agricultural-engineers.htm
Airline and commercial pilots,0.1,0.6,0.2,0.05,0.05,Professional Certificate,48,0.7,58350,High school diploma or equivalent,"234,800",6% (Faster than average),"13,000",https://www.bls.gov/ooh/installation-maintenance-and-repair/heavy-vehicle-and-mobile-equipment-service-technicians.htm
Airline Captain,0.2,0.4,0.3,0.1,0.2,Professional Certificate,48,0.5,58350,High school diploma or equivalent,"234,800",6% (Faster than average),"13,000",https://www.bls.gov/ooh/installation-maintenance-and-repair/heavy-vehicle-and-mobile-equipment-service-technicians.htm
Airline Flight Attendant,0.1,0.4,0.2,0.3,0,Highschool,48,0.5,148900,See How to Become One,"142,600",4% (As fast as average),"5,600",https://www.bls.gov/ooh/transportation-and-material-moving/airline-and-commercial-pilots.htm
Airline Pilot,0.1,0.4,0.3,0.1,0.1,Professional Certificate,48,0.5,83260,Bachelor's degree,"1,600",6% (Faster than average),100,https://www.bls.gov/ooh/architecture-and-engineering/agricultural-engineers.htm
Airline Pilot Flight Instructor,0.1,0.4,0.3,0.2,0.1,Professional Certificate,48,0.4545454545,52030,High school diploma or equivalent,"589,800",3% (As fast as average),"19,400",https://www.bls.gov/ooh/sales/real-estate-brokers-and-sales-agents.htm
Airline Pilot In Command,0.1,0.4,0.3,0.1,0.1,Professional Certificate,48,0.5,52030,High school diploma or equivalent,"589,800",3% (As fast as average),"19,400",https://www.bls.gov/ooh/sales/real-estate-brokers-and-sales-agents.htm
Airline Pilot Second In Command,0.05,0.6,0.25,0.1,0,Professional Certificate,48,0.65,144440,Bachelor's degree,"86,300",5% (Faster than average),"4,200",https://www.bls.gov/ooh/management/natural-sciences-managers.htm
Airline Reservation Agent,0.7,0.6,0.2,0.4,0.1,Highschool,48,0.65,144440,Bachelor's degree,"86,300",5% (Faster than average),"4,200",https://www.bls.gov/ooh/management/natural-sciences-managers.htm
Airline Reservationist,0.7,0.6,0.2,0.4,0.1,Highschool,48,0.65,83260,Bachelor's degree,"1,600",6% (Faster than average),100,https://www.bls.gov/ooh/architecture-and-engineering/agricultural-engineers.htm
Airline Ticket Agent,0.4,0.4,0.1,0.7,0.05,Highschool,48,0.4848484848,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Airline Transport Pilot,0.1,0.4,0.3,0.15,0.05,Professional Certificate,48,0.5,33290,See How to Become One,"804,600",-2% (Decline),"-16,000",https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm
Airplane Electrician,0.3,0.4,0.2,0.05,0.05,Professional Certificate,48,0.7,74940,Bachelor's degree,"35,400",6% (Faster than average),"2,100",https://www.bls.gov/ooh/life-physical-and-social-science/agricultural-and-food-scientists.htm
Airplane Flight Attendant,0.1,0.6,0.1,0.2,0,Highschool,48,0.7,74940,Bachelor's degree,"35,400",6% (Faster than average),"2,100",https://www.bls.gov/ooh/life-physical-and-social-science/agricultural-and-food-scientists.htm
Airplane Rigger,0.1,0.4,0.3,0.1,0.1,Professional Certificate,48,0.5,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Air Pollution Control Engineer,0.4,0.2,0.3,0.1,0.1,Bachelors,54,0.5454545455,46140,Associate's degree,"38,800",5% (Faster than average),"1,900",https://www.bls.gov/ooh/life-physical-and-social-science/agricultural-and-food-science-technicians.htm
Airport Apron Bus Driver,0.05,0.7,0.1,0.15,0,Highschool,48,0.75,55350,See How to Become One,"728,600",7% (Faster than average),"53,800",https://www.bls.gov/ooh/community-and-social-service/social-workers.htm
Airport Shuttle Driver,0.1,0.7,0.05,0.15,0,Highschool,48,0.8,148900,See How to Become One,"142,600",4% (As fast as average),"5,600",https://www.bls.gov/ooh/transportation-and-material-moving/airline-and-commercial-pilots.htm
Airport Tower Controller,0.3,0.4,0.2,0.1,0,Professional Certificate,48,0.7,50980,Associate's degree,"13,900",1% (Little or no change),200,https://www.bls.gov/ooh/architecture-and-engineering/environmental-engineering-technicians.htm
Air Quality Technician,0.3,0.4,0.2,0.1,0,Associates,54,0.7,50980,Associate's degree,"13,900",1% (Little or no change),200,https://www.bls.gov/ooh/architecture-and-engineering/environmental-engineering-technicians.htm
Airset Caster,0.05,0.6,0.2,0.1,0.05,Highschool,33,0.65,37930,High school diploma or equivalent,"1,961,900",-6% (Decline),"-125,700",https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm
Airset Molder,0.05,0.7,0.1,0.1,0.05,Highschool,33,0.75,37930,High school diploma or equivalent,"1,961,900",-6% (Decline),"-125,700",https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm
Airside Transfer Bus Driver,0.05,0.7,0.1,0.1,0.05,Highschool,48,0.75,51390,Postsecondary nondegree award,"415,800",6% (Faster than average),"23,000",https://www.bls.gov/ooh/installation-maintenance-and-repair/heating-air-conditioning-and-refrigeration-mechanics-and-installers.htm
Air Tour Pilot,0.05,0.4,0.3,0.2,0.05,Professional Certificate,48,0.45,51390,Postsecondary nondegree award,"415,800",6% (Faster than average),"23,000",https://www.bls.gov/ooh/installation-maintenance-and-repair/heating-air-conditioning-and-refrigeration-mechanics-and-installers.htm
Air traffic controllers,0.4,0.4,0.15,0.05,0,Associates,48,0.8,55350,High school diploma or equivalent,"126,200",0% (Little or no change),-200,https://www.bls.gov/ooh/construction-and-extraction/sheet-metal-workers.htm
Air Traffic Control Operator,0.3,0.4,0.2,0.1,0,Associates,48,0.7,55350,High school diploma or equivalent,"126,200",0% (Little or no change),-200,https://www.bls.gov/ooh/construction-and-extraction/sheet-metal-workers.htm
Air Traffic Control Specialist,0.4,0.3,0.2,0.1,0,Professional Certificate,48,0.7,70740,See How to Become One,"161,000",4% (As fast as average),"7,000",https://www.bls.gov/ooh/installation-maintenance-and-repair/aircraft-and-avionics-equipment-mechanics-and-technicians.htm
Air Traffic Coordinator,0.3,0.4,0.2,0.1,0,Associates,48,0.7,34960,See How to Become One,"7,099,400",5% (Faster than average),"353,400",https://www.bls.gov/ooh/transportation-and-material-moving/hand-laborers-and-material-movers.htm
Alcohol and Drug Counselor,0.2,0.3,0.3,0.7,0.1,Professional Certificate,62,0.3125,34960,See How to Become One,"7,099,400",5% (Faster than average),"353,400",https://www.bls.gov/ooh/transportation-and-material-moving/hand-laborers-and-material-movers.htm
Algebraist,0.3,0.2,0.4,0.1,0,PhD,61,0.5,37930,High school diploma or equivalent,"1,961,900",-6% (Decline),"-125,700",https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm
Algebra Tutor,0.3,0.4,0.6,0.7,0.1,Bachelors,61,0.3333333333,126880,Bachelor's degree,"63,800",6% (Faster than average),"3,900",https://www.bls.gov/ooh/architecture-and-engineering/aerospace-engineers.htm
Alligator Hunter,0.05,0.6,0.2,0.1,0.05,Highschool,11,0.65,126880,Bachelor's degree,"63,800",6% (Faster than average),"3,900",https://www.bls.gov/ooh/architecture-and-engineering/aerospace-engineers.htm
All Terrain Vehicle Technician,0.1,0.6,0.2,0.05,0.05,Professional Certificate,81,0.7,70740,See How to Become One,"161,000",4% (As fast as average),"7,000",https://www.bls.gov/ooh/installation-maintenance-and-repair/aircraft-and-avionics-equipment-mechanics-and-technicians.htm
Almond Paste Mixer,0.05,0.8,0.05,0.05,0.05,,31,0.85,37930,High school diploma or equivalent,"1,961,900",-6% (Decline),"-125,700",https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm
Alternative Dispute Resolution Coordinator,0.3,0.2,0.3,0.2,0.1,Bachelors,54,0.4545454545,126880,Bachelor's degree,"63,800",6% (Faster than average),"3,900",https://www.bls.gov/ooh/architecture-and-engineering/aerospace-engineers.htm
Altitude Chamber Technician,0.2,0.4,0.2,0.1,0.1,Associates,81,0.6,70740,See How to Become One,"161,000",4% (As fast as average),"7,000",https://www.bls.gov/ooh/installation-maintenance-and-repair/aircraft-and-avionics-equipment-mechanics-and-technicians.htm
Aluminum Molding Machine Operator,0.05,0.7,0.1,0.05,0.1,Highschool,33,0.75,70740,See How to Become One,"161,000",4% (As fast as average),"7,000",https://www.bls.gov/ooh/installation-maintenance-and-repair/aircraft-and-avionics-equipment-mechanics-and-technicians.htm
Aluminum Polisher,0.05,0.8,0.05,0.05,0.05,Highschool,33,0.85,37930,High school diploma or equivalent,"1,961,900",-6% (Decline),"-125,700",https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm
Aluminum Pourer,0.05,0.8,0.05,0.05,0.05,Highschool,33,0.85,70740,See How to Become One,"161,000",4% (As fast as average),"7,000",https://www.bls.gov/ooh/installation-maintenance-and-repair/aircraft-and-avionics-equipment-mechanics-and-technicians.htm
Aluminum Welder,0.05,0.7,0.15,0.1,0,Professional Certificate,33,0.75,37930,High school diploma or equivalent,"1,961,900",-6% (Decline),"-125,700",https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm
Alumni Secretary,0.4,0.3,0.1,0.2,0.1,Bachelors,61,0.6363636364,37930,High school diploma or equivalent,"1,961,900",-6% (Decline),"-125,700",https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm
Ambulance Dispatcher,0.4,0.4,0.1,0.1,0,Highschool,62,0.8,43370,See How to Become One,"185,900",1% (Little or no change),"1,000",https://www.bls.gov/ooh/production/painting-and-coating-workers.htm
Ambulance Driver-Paramedic,0.1,0.4,0.3,0.2,0,Professional Certificate,62,0.5,43370,See How to Become One,"185,900",1% (Little or no change),"1,000",https://www.bls.gov/ooh/production/painting-and-coating-workers.htm
Ambulatory Anesthesiologist,0.2,0.3,0.4,0.1,0,Doctorate,62,0.5,37930,High school diploma or equivalent,"1,961,900",-6% (Decline),"-125,700",https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm
American Board Certified Orthotist,0.1,0.3,0.4,0.2,0,Professional Certificate,62,0.4,37930,High school diploma or equivalent,"1,961,900",-6% (Decline),"-125,700",https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm
American History Professor,0.3,0.2,0.4,0.1,0,PhD,61,0.5,37930,High school diploma or equivalent,"1,961,900",-6% (Decline),"-125,700",https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm
American Sign Language Interpreter,0.1,0.4,0.2,0.3,0,Unknown,62,0.5,70740,See How to Become One,"161,000",4% (As fast as average),"7,000",https://www.bls.gov/ooh/installation-maintenance-and-repair/aircraft-and-avionics-equipment-mechanics-and-technicians.htm
Ampoule Examiner,0.1,0.7,0.1,0.05,0.05,Highschool,32,0.8,70740,See How to Become One,"161,000",4% (As fast as average),"7,000",https://www.bls.gov/ooh/installation-maintenance-and-repair/aircraft-and-avionics-equipment-mechanics-and-technicians.htm
Amusement Park Manager,0.3,0.2,0.2,0.2,0.1,Bachelors,71,0.5,39520,See How to Become One,"1,624,800",4% (As fast as average),"57,900",https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm
Anaesthesiologist,0.1,0.4,0.3,0.15,0.05,Doctorate,62,0.5,148900,See How to Become One,"142,600",4% (As fast as average),"5,600",https://www.bls.gov/ooh/transportation-and-material-moving/airline-and-commercial-pilots.htm
Analytical Chemist,0.4,0.3,0.2,0.05,0.05,Masters,54,0.7,63760,High school diploma or equivalent,"111,100",11% (Much faster than average),"12,600",https://www.bls.gov/ooh/transportation-and-material-moving/flight-attendants.htm
Analytical Statistician,0.7,0.1,0.15,0.05,0,Masters,54,0.8,63760,High school diploma or equivalent,"111,100",11% (Much faster than average),"12,600",https://www.bls.gov/ooh/transportation-and-material-moving/flight-attendants.htm
Anatomy Professor,0.2,0.2,0.4,0.2,0.1,PhD,61,0.3636363636,148900,See How to Become One,"142,600",4% (As fast as average),"5,600",https://www.bls.gov/ooh/transportation-and-material-moving/airline-and-commercial-pilots.htm
Anesthesiologist Assistant,0.1,0.4,0.3,0.2,0,Masters,62,0.5,148900,See How to Become One,"142,600",4% (As fast as average),"5,600",https://www.bls.gov/ooh/transportation-and-material-moving/airline-and-commercial-pilots.htm
Anesthetist,0.05,0.4,0.4,0.1,0.05,Doctorate,62,0.45,148900,See How to Become One,"142,600",4% (As fast as average),"5,600",https://www.bls.gov/ooh/transportation-and-material-moving/airline-and-commercial-pilots.htm
Angle Dozer Operator,0.05,0.7,0.1,0.1,0.05,Highschool,23,0.75,148900,See How to Become One,"142,600",4% (As fast as average),"5,600",https://www.bls.gov/ooh/transportation-and-material-moving/airline-and-commercial-pilots.htm
Animal care and service workers,0.1,0.6,0.1,0.2,0.05,Highschool,81,0.6666666667,38710,See How to Become One,"1,382,600",-4% (Decline),"-54,000",https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm
Animal Caregiver,0.1,0.6,0.1,0.2,0,Highschool,11,0.7,38710,See How to Become One,"1,382,600",-4% (Decline),"-54,000",https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm
Animal Care Giver,0.1,0.6,0.1,0.2,0.05,Highschool,11,0.6666666667,38710,See How to Become One,"1,382,600",-4% (Decline),"-54,000",https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm
Animal Care Technician,0.1,0.6,0.1,0.2,0,Associates,54,0.7,148900,See How to Become One,"142,600",4% (As fast as average),"5,600",https://www.bls.gov/ooh/transportation-and-material-moving/airline-and-commercial-pilots.htm
Animal Daycare Provider,0.1,0.6,0.1,0.2,0.05,Highschool,81,0.6666666667,70740,See How to Become One,"161,000",4% (As fast as average),"7,000",https://www.bls.gov/ooh/installation-maintenance-and-repair/aircraft-and-avionics-equipment-mechanics-and-technicians.htm
Animal Geneticist,0.3,0.2,0.4,0.1,0,PhD,11,0.5,63760,High school diploma or equivalent,"111,100",11% (Much faster than average),"12,600",https://www.bls.gov/ooh/transportation-and-material-moving/flight-attendants.htm
Animal Groomer,0.05,0.7,0.1,0.15,0,Highschool,81,0.75,70740,See How to Become One,"161,000",4% (As fast as average),"7,000",https://www.bls.gov/ooh/installation-maintenance-and-repair/aircraft-and-avionics-equipment-mechanics-and-technicians.htm
Animal Husbandry Manager,0.1,0.4,0.2,0.2,0.1,Associates,11,0.5,96530,Bachelor's degree,"47,300",6% (Faster than average),"2,900",https://www.bls.gov/ooh/architecture-and-engineering/environmental-engineers.htm
Animal Husbandry Professor,0.1,0.2,0.4,0.2,0.1,PhD,61,0.3,96530,Bachelor's degree,"47,300",6% (Faster than average),"2,900",https://www.bls.gov/ooh/architecture-and-engineering/environmental-engineers.htm
Animal Nutritionist,0.2,0.3,0.4,0.1,0,Masters,54,0.5,32440,No formal educational credential,"395,700",14% (Much faster than average),"54,000",https://www.bls.gov/ooh/transportation-and-material-moving/taxi-drivers-and-chauffeurs.htm
Animal Pathologist,0.2,0.3,0.4,0.1,0,Doctorate,54,0.5,32440,No formal educational credential,"395,700",14% (Much faster than average),"54,000",https://www.bls.gov/ooh/transportation-and-material-moving/taxi-drivers-and-chauffeurs.htm
Animal Science Professor,0.2,0.2,0.4,0.2,0.1,PhD,61,0.3636363636,32440,No formal educational credential,"395,700",14% (Much faster than average),"54,000",https://www.bls.gov/ooh/transportation-and-material-moving/taxi-drivers-and-chauffeurs.htm
Animal Shelter Worker,0.1,0.6,0.1,0.2,0.05,Highschool,81,0.6666666667,132250,Associate's degree,"23,000",1% (Little or no change),300,https://www.bls.gov/ooh/transportation-and-material-moving/air-traffic-controllers.htm
Animal Sitter,0.05,0.7,0.1,0.15,0,,81,0.75,132250,Associate's degree,"23,000",1% (Little or no change),300,https://www.bls.gov/ooh/transportation-and-material-moving/air-traffic-controllers.htm
