Job Title,Digital Work,Routine Work,Cognitive/ Innovation Work,Interpersonal Work,Management Work,2 Digit NAICS Industry,Rp,Link,Pay,Education,Number of Jobs in 2022,Job Outlook,Employment Change 2022-32,,
Short Order Fry Cook,0.05,0.8,0.05,0.1,0,72,0.85,https://www.bls.gov/ooh/food-preparation-and-serving/cooks.htm,30910,See How to Become One,104973,6% (Faster than average),6742,,
Building Custodian,0.05,0.8,0.05,0.1,0,56,0.85,https://www.bls.gov/ooh/building-and-grounds-cleaning/janitors-and-building-cleaners.htm,31990,No formal educational credential,183300,1% (Little or no change),2300,,
Cleaning and Maintenance Worker,0.05,0.8,0.05,0.1,0,56,0.85,https://www.bls.gov/ooh/building-and-grounds-cleaning/janitors-and-building-cleaners.htm,31990,No formal educational credential,183300,1% (Little or no change),2300,,
Custodial Worker,0.05,0.8,0.05,0.1,0,56,0.85,https://www.bls.gov/ooh/building-and-grounds-cleaning/janitors-and-building-cleaners.htm,31990,No formal educational credential,183300,1% (Little or no change),2300,,
Custodian,0.05,0.8,0.05,0.1,0,56,0.85,https://www.bls.gov/ooh/building-and-grounds-cleaning/janitors-and-building-cleaners.htm,31990,No formal educational credential,183300,1% (Little or no change),2300,,
Janitor,0.05,0.8,0.05,0.1,0,56,0.85,https://www.bls.gov/ooh/building-and-grounds-cleaning/janitors-and-building-cleaners.htm,31990,No formal educational credential,183300,1% (Little or no change),2300,,
Janitors and building cleaners,0.05,0.8,0.05,0.1,0,56,0.85,https://www.bls.gov/ooh/building-and-grounds-cleaning/janitors-and-building-cleaners.htm,31990,No formal educational credential,183300,1% (Little or no change),2300,,
School Custodian,0.05,0.8,0.05,0.1,0,61,0.85,https://www.bls.gov/ooh/building-and-grounds-cleaning/janitors-and-building-cleaners.htm,31990,No formal educational credential,183300,1% (Little or no change),2300,,
Window Cleaner,0.05,0.8,0.05,0.1,0,56,0.85,https://www.bls.gov/ooh/building-and-grounds-cleaning/janitors-and-building-cleaners.htm,31990,No formal educational credential,183300,1% (Little or no change),2300,,
Window Washer,0.05,0.8,0.05,0.1,0,56,0.85,https://www.bls.gov/ooh/building-and-grounds-cleaning/janitors-and-building-cleaners.htm,31990,No formal educational credential,183300,1% (Little or no change),2300,,
Garbage Truck Driver,0.05,0.8,0.05,0.05,0.05,56,0.85,https://www.bls.gov/ooh/transportation-and-material-moving/heavy-and-tractor-trailer-truck-drivers.htm,49920,Postsecondary nondegree award,128959,4% (As fast as average),5253,,
Coil Winder,0.05,0.8,0.05,0.05,0.05,33,0.85,https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,37930,High school diploma or equivalent,23926,-6% (Decline),-1533,,
Crate Builder,0.05,0.8,0.05,0.05,0.05,33,0.85,https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,37930,High school diploma or equivalent,23926,-6% (Decline),-1533,,
Vacuum Cleaner Assembler,0.05,0.8,0.05,0.05,0.05,33,0.85,https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,37930,High school diploma or equivalent,23926,-6% (Decline),-1533,,
Wire Coiler,0.05,0.8,0.05,0.05,0.05,33,0.85,https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,37930,High school diploma or equivalent,23926,-6% (Decline),-1533,,
Wire Winder,0.05,0.8,0.05,0.05,0.05,33,0.85,https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,37930,High school diploma or equivalent,23926,-6% (Decline),-1533,,
Air Hammer Operator,0.05,0.8,0.05,0.1,0,23,0.85,https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,39520,See How to Become One,18464,4% (As fast as average),658,,
Bricklayer Helper,0.05,0.8,0.05,0.1,0,23,0.85,https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,39520,See How to Become One,18464,4% (As fast as average),658,,
Construction Trench Digger,0.05,0.8,0.05,0.1,0,23,0.85,https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,39520,See How to Become One,18464,4% (As fast as average),658,,
Drywall Stripper Helper,0.05,0.8,0.05,0.1,0,23,0.85,https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,39520,See How to Become One,18464,4% (As fast as average),658,,
Hot Tar Roofer Helper,0.05,0.8,0.05,0.1,0,23,0.85,https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,39520,See How to Become One,18464,4% (As fast as average),658,,
Mortar Mixer,0.05,0.8,0.05,0.1,0,23,0.85,https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,39520,See How to Become One,18464,4% (As fast as average),658,,
Roofer Helper,0.05,0.8,0.05,0.1,0,23,0.85,https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,39520,See How to Become One,18464,4% (As fast as average),658,,
Trench Digger Helper,0.05,0.8,0.05,0.1,0,23,0.85,https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,39520,See How to Become One,18464,4% (As fast as average),658,,
Wallpaperer Helper,0.05,0.8,0.05,0.1,0,23,0.85,https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,39520,See How to Become One,18464,4% (As fast as average),658,,
Wallpaper Hanger Helper,0.05,0.8,0.05,0.1,0,23,0.85,https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,39520,See How to Become One,18464,4% (As fast as average),658,,
Bean Weigher,0.05,0.8,0.05,0.05,0.05,11,0.85,https://www.bls.gov/ooh/office-and-administrative-support/material-recording-clerks.htm,40490,High school diploma or equivalent,36533,-4% (Decline),-1592,,
Fruit Sprayer,0.05,0.8,0.05,0.1,0,11,0.85,https://www.bls.gov/ooh/building-and-grounds-cleaning/grounds-maintenance-workers.htm,36160,See How to Become One,41342,3% (As fast as average),1426,,
Golf Course Laborer,0.05,0.8,0.05,0.1,0,71,0.85,https://www.bls.gov/ooh/building-and-grounds-cleaning/grounds-maintenance-workers.htm,36160,See How to Become One,41342,3% (As fast as average),1426,,
Hedge Trimmer,0.05,0.8,0.05,0.1,0,56,0.85,https://www.bls.gov/ooh/building-and-grounds-cleaning/grounds-maintenance-workers.htm,36160,See How to Become One,41342,3% (As fast as average),1426,,
Herbicide Sprayer,0.05,0.8,0.05,0.05,0.05,11,0.85,https://www.bls.gov/ooh/building-and-grounds-cleaning/grounds-maintenance-workers.htm,36160,See How to Become One,41342,3% (As fast as average),1426,,
Lawn Caretaker,0.05,0.8,0.05,0.05,0.05,56,0.85,https://www.bls.gov/ooh/building-and-grounds-cleaning/grounds-maintenance-workers.htm,36160,See How to Become One,41342,3% (As fast as average),1426,,
Lawn Care Worker,0.05,0.8,0.05,0.1,0,56,0.85,https://www.bls.gov/ooh/building-and-grounds-cleaning/grounds-maintenance-workers.htm,36160,See How to Become One,41342,3% (As fast as average),1426,,
Lawn Maintenance Worker,0.05,0.8,0.05,0.1,0,56,0.85,https://www.bls.gov/ooh/building-and-grounds-cleaning/grounds-maintenance-workers.htm,36160,See How to Become One,41342,3% (As fast as average),1426,,
Orchard Sprayer,0.05,0.8,0.05,0.05,0.05,11,0.85,https://www.bls.gov/ooh/building-and-grounds-cleaning/grounds-maintenance-workers.htm,36160,See How to Become One,41342,3% (As fast as average),1426,,
Plant Sprayer,0.05,0.8,0.05,0.05,0.05,11,0.85,https://www.bls.gov/ooh/building-and-grounds-cleaning/grounds-maintenance-workers.htm,36160,See How to Become One,41342,3% (As fast as average),1426,,
Pruner,0.05,0.8,0.1,0.05,0,11,0.85,https://www.bls.gov/ooh/building-and-grounds-cleaning/grounds-maintenance-workers.htm,36160,See How to Become One,41342,3% (As fast as average),1426,,
Sod Layer,0.05,0.8,0.05,0.1,0,23,0.85,https://www.bls.gov/ooh/building-and-grounds-cleaning/grounds-maintenance-workers.htm,36160,See How to Become One,41342,3% (As fast as average),1426,,
Weed Sprayer,0.05,0.8,0.05,0.05,0.05,11,0.85,https://www.bls.gov/ooh/building-and-grounds-cleaning/grounds-maintenance-workers.htm,36160,See How to Become One,41342,3% (As fast as average),1426,,
Aluminum Polisher,0.05,0.8,0.05,0.05,0.05,33,0.85,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Aluminum Pourer,0.05,0.8,0.05,0.05,0.05,33,0.85,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Pipe Straightener,0.05,0.8,0.05,0.05,0.05,33,0.85,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Plastic Cup Fabricating Machine Operator,0.05,0.8,0.05,0.05,0.05,33,0.85,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Tool Polishing Machine Operator,0.05,0.8,0.1,0.05,0,33,0.85,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,9359,-6% (Decline),-600,,
Food preparation workers,0.05,0.8,0.05,0.1,0,72,0.85,https://www.bls.gov/ooh/food-preparation-and-serving/food-preparation-workers.htm,29790,No formal educational credential,133114,-5% (Decline),-6400,,
Fruit and Vegetable Parer,0.05,0.8,0.05,0.1,0,11,0.85,https://www.bls.gov/ooh/food-preparation-and-serving/food-preparation-workers.htm,29790,No formal educational credential,133114,-5% (Decline),-6400,,
Salad Maker,0.05,0.8,0.05,0.1,0,72,0.85,https://www.bls.gov/ooh/food-preparation-and-serving/food-preparation-workers.htm,29790,No formal educational credential,133114,-5% (Decline),-6400,,
Sandwich Maker,0.05,0.8,0.05,0.1,0,72,0.85,https://www.bls.gov/ooh/food-preparation-and-serving/food-preparation-workers.htm,29790,No formal educational credential,133114,-5% (Decline),-6400,,
Cherry Picker Operator,0.05,0.8,0.05,0.1,0,48,0.85,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,41730,See How to Become One,25129,4% (As fast as average),906,,
Conveyor Belt Operator,0.05,0.8,0.05,0.05,0.05,33,0.85,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,41730,See How to Become One,25129,4% (As fast as average),906,,
Forklift Driver,0.05,0.8,0.05,0.05,0.05,48,0.85,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,41730,See How to Become One,25129,4% (As fast as average),906,,
Forklift Operator,0.05,0.8,0.05,0.05,0.05,48,0.85,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,41730,See How to Become One,25129,4% (As fast as average),906,,
Front-End Loader Operator,0.05,0.8,0.1,0.05,0,23,0.85,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,41730,See How to Become One,25129,4% (As fast as average),906,,
Hoist Operator,0.05,0.8,0.05,0.05,0.05,53,0.85,https://www.bls.gov/ooh/transportation-and-material-moving/material-moving-machine-operators.htm,41730,See How to Become One,25129,4% (As fast as average),906,,
Barn Worker,0.05,0.8,0.05,0.1,0,11,0.85,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Carrot Harvester,0.05,0.8,0.05,0.05,0.05,11,0.85,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Chicken Handler,0.05,0.8,0.05,0.1,0,11,0.85,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Chicken Vaccinator,0.05,0.8,0.05,0.1,0,11,0.85,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Corn Detasseler Machine Operator,0.05,0.8,0.05,0.05,0.05,11,0.85,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Cotton Picker Operator,0.05,0.8,0.05,0.05,0.05,11,0.85,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Egg Gatherer,0.05,0.8,0.05,0.1,0,11,0.85,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Farm Tractor Operator,0.05,0.8,0.1,0.05,0,11,0.85,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Flower Picker,0.05,0.8,0.05,0.1,0,11,0.85,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Harvester,0.05,0.8,0.05,0.1,0,11,0.85,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Harvest Worker,0.05,0.8,0.05,0.1,0,11,0.85,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Hay Baler,0.05,0.8,0.05,0.1,0,11,0.85,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Hay Stacker Operator,0.05,0.8,0.05,0.05,0.05,11,0.85,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Pecan Gatherer,0.05,0.8,0.05,0.1,0,11,0.85,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Pepper Picker,0.05,0.8,0.05,0.1,0,11,0.85,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Poultry Inseminator,0.05,0.8,0.05,0.05,0.05,11,0.85,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Rake Operator,0.05,0.8,0.05,0.1,0,23,0.85,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
Shrimp Pond Laborer,0.05,0.8,0.05,0.1,0,11,0.85,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,13410,-2% (Decline),-267,,
School Bus Driver,0.05,0.8,0.05,0.1,0,48,0.85,https://www.bls.gov/ooh/transportation-and-material-moving/bus-drivers.htm,44440,High school diploma or equivalent,51520,3% (As fast as average),1330,,
School Bus Operator,0.05,0.8,0.05,0.1,0,48,0.85,https://www.bls.gov/ooh/transportation-and-material-moving/bus-drivers.htm,44440,High school diploma or equivalent,51520,3% (As fast as average),1330,,
Asphalt Tamping Machine Operator,0.05,0.8,0.05,0.05,0.05,23,0.85,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,51050,High school diploma or equivalent,19332,3% (As fast as average),532,,
Construction Backhoe Operator,0.05,0.8,0.05,0.1,0,23,0.85,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,51050,High school diploma or equivalent,19332,3% (As fast as average),532,,
Construction Shovel Operator,0.05,0.8,0.05,0.1,0,23,0.85,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,51050,High school diploma or equivalent,19332,3% (As fast as average),532,,
Steam Shovel Operator,0.05,0.8,0.05,0.05,0.05,23,0.85,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,51050,High school diploma or equivalent,19332,3% (As fast as average),532,,
Dog Bather,0.05,0.8,0.05,0.1,0,81,0.85,https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,29790,High school diploma or equivalent,10919,16% (Much faster than average),1700,,
Pet Feeder,0.05,0.8,0.05,0.1,0,81,0.85,https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,29790,High school diploma or equivalent,10919,16% (Much faster than average),1700,,
Highway Painter,0.05,0.8,0.05,0.1,0,23,0.85,https://www.bls.gov/ooh/construction-and-extraction/painters-construction-and-maintenance.htm,46090,No formal educational credential,41378,1% (Little or no change),611,,
Parking Line Painter,0.05,0.8,0.1,0.05,0,23,0.85,https://www.bls.gov/ooh/construction-and-extraction/painters-construction-and-maintenance.htm,46090,No formal educational credential,41378,1% (Little or no change),611,,
Brick Setter,0.05,0.8,0.05,0.1,0,23,0.85,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,49490,See How to Become One,7742,-3% (Decline),-234,,
Concrete Smoother,0.05,0.8,0.1,0.05,0,23,0.85,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,49490,See How to Become One,7742,-3% (Decline),-234,,
Terrazzo Grinder,0.05,0.8,0.1,0.05,0,23,0.85,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,49490,See How to Become One,7742,-3% (Decline),-234,,
Almond Paste Mixer,0.05,0.8,0.05,0.05,0.05,33,0.85,https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,36190,See How to Become One,7084,6% (Faster than average),432,,
Doughnut Machine Operator,0.05,0.8,0.05,0.05,0.05,33,0.85,https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,36190,See How to Become One,7084,6% (Faster than average),432,,
Dough Scaler and Mixer,0.05,0.8,0.05,0.1,0,33,0.85,https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,36190,See How to Become One,7084,6% (Faster than average),432,,
